chrom	length	bases	mean	min	max
contig_622_region	1125	6005043	5337.82	334	18669
contig_623	1125	1008815	896.72	270	1206
contig_623_region	1125	1008815	896.72	270	1206
contig_624	1123	1245657	1109.22	687	2569
contig_624_region	1123	1245657	1109.22	687	2569
contig_625	1122	1037203	924.42	345	1108
contig_625_region	1122	1037203	924.42	345	1108
contig_626	1121	1244475	1110.15	282	1580
contig_626_region	1121	1244475	1110.15	282	1580
contig_627	1119	390976	349.40	65	570
contig_627_region	1119	390976	349.40	65	570
contig_628	1118	1015376	908.21	508	1333
contig_628_region	1118	1015376	908.21	508	1333
contig_629	1116	1176911	1054.58	245	1332
contig_629_region	1116	1176911	1054.58	245	1332
contig_630	1116	12597	11.29	2	27
contig_630_region	1116	12597	11.29	2	27
contig_631	1115	1479042	1326.50	550	1966
contig_631_region	1115	1479042	1326.50	550	1966
contig_632	1114	1822949	1636.40	201	2253
contig_632_region	1114	1822949	1636.40	201	2253
contig_633	1114	1050893	943.35	626	1251
contig_633_region	1114	1050893	943.35	626	1251
contig_634	1114	1181083	1060.22	707	1365
contig_634_region	1114	1181083	1060.22	707	1365
contig_635	1104	1022411	926.10	514	1317
contig_635_region	1104	1022411	926.10	514	1317
contig_636	1103	1737455	1575.21	898	2277
contig_636_region	1103	1737455	1575.21	898	2277
contig_637	1102	1546197	1403.08	753	1787
contig_637_region	1102	1546197	1403.08	753	1787
contig_638	1098	12231	11.14	4	22
contig_638_region	1098	12231	11.14	4	22
contig_639	1093	1046653	957.60	379	1114
contig_639_region	1093	1046653	957.60	379	1114
contig_640	1092	1193828	1093.25	757	1302
contig_640_region	1092	1193828	1093.25	757	1302
contig_641	1091	1069262	980.08	453	1518
contig_641_region	1091	1069262	980.08	453	1518
contig_642	1091	1307891	1198.80	55	1689
contig_642_region	1091	1307891	1198.80	55	1689
contig_643	1090	1112524	1020.66	440	1776
contig_643_region	1090	1112524	1020.66	440	1776
contig_644	1090	987387	905.86	215	1104
contig_644_region	1090	987387	905.86	215	1104
contig_645	1090	77716	71.30	2	553
contig_645_region	1090	77716	71.30	2	553
contig_646	1083	1054918	974.07	335	1581
contig_646_region	1083	1054918	974.07	335	1581
contig_647	1081	1308351	1210.32	857	1602
contig_647_region	1081	1308351	1210.32	857	1602
contig_648	1079	1325926	1228.85	861	1603
contig_648_region	1079	1325926	1228.85	861	1603
contig_649	1077	1165040	1081.75	377	1559
contig_649_region	1077	1165040	1081.75	377	1559
contig_650	1073	66708	62.17	0	277
contig_650_region	1073	66708	62.17	0	277
contig_651	1071	1132571	1057.49	233	1496
contig_651_region	1071	1132571	1057.49	233	1496
contig_652	1071	1031693	963.30	395	1280
contig_652_region	1071	1031693	963.30	395	1280
contig_653	1071	878397	820.17	259	1133
contig_653_region	1071	878397	820.17	259	1133
contig_654	1068	1015108	950.48	251	1371
contig_654_region	1068	1015108	950.48	251	1371
contig_655	1067	1389363	1302.12	758	1807
contig_655_region	1067	1389363	1302.12	758	1807
contig_656	1064	1110661	1043.85	612	1694
contig_656_region	1064	1110661	1043.85	612	1694
contig_657	1061	1264125	1191.45	740	1416
contig_657_region	1061	1264125	1191.45	740	1416
contig_658	1059	1435213	1355.25	811	1812
contig_658_region	1059	1435213	1355.25	811	1812
contig_659	1058	760894	719.18	23	1018
contig_659_region	1058	760894	719.18	23	1018
contig_660	1058	541122	511.46	118	665
contig_660_region	1058	541122	511.46	118	665
contig_661	1056	1259109	1192.34	191	1626
contig_661_region	1056	1259109	1192.34	191	1626
contig_662	1055	1450893	1375.25	413	1720
contig_662_region	1055	1450893	1375.25	413	1720
contig_663	1055	1220761	1157.12	451	1438
contig_663_region	1055	1220761	1157.12	451	1438
contig_664	1054	242494	230.07	23	635
contig_664_region	1054	242494	230.07	23	635
contig_665	1050	1151389	1096.56	350	1299
contig_665_region	1050	1151389	1096.56	350	1299
contig_666	1046	1340031	1281.10	979	1619
contig_666_region	1046	1340031	1281.10	979	1619
contig_667	1040	1381484	1328.35	222	1904
contig_667_region	1040	1381484	1328.35	222	1904
contig_668	1040	336302	323.37	41	453
contig_668_region	1040	336302	323.37	41	453
contig_669	1038	1079294	1039.78	192	3219
contig_669_region	1038	1079294	1039.78	192	3219
contig_670	1032	1258687	1219.66	927	1508
contig_670_region	1032	1258687	1219.66	927	1508
contig_671	1027	277941	270.63	34	433
contig_671_region	1027	277941	270.63	34	433
contig_672	1024	1074753	1049.56	489	1450
contig_672_region	1024	1074753	1049.56	489	1450
contig_673	1024	1403573	1370.68	145	1917
contig_673_region	1024	1403573	1370.68	145	1917
contig_674	1022	1161708	1136.70	339	1621
contig_674_region	1022	1161708	1136.70	339	1621
contig_675	1021	1162346	1138.44	847	1428
contig_675_region	1021	1162346	1138.44	847	1428
contig_676	1021	998037	977.51	206	1497
contig_676_region	1021	998037	977.51	206	1497
contig_677	1019	1325210	1300.50	823	1730
contig_677_region	1019	1325210	1300.50	823	1730
contig_678	1019	1221448	1198.67	412	2208
contig_678_region	1019	1221448	1198.67	412	2208
contig_679	1017	1142766	1123.66	892	1372
contig_679_region	1017	1142766	1123.66	892	1372
contig_680	1015	1412390	1391.52	1076	1723
contig_680_region	1015	1412390	1391.52	1076	1723
contig_681	1015	822497	810.34	11	1401
contig_681_region	1015	822497	810.34	11	1401
contig_682	1014	1939345	1912.57	234	2777
contig_682_region	1014	1939345	1912.57	234	2777
contig_683	1011	1335475	1320.94	475	2039
contig_683_region	1011	1335475	1320.94	475	2039
contig_684	1001	1259887	1258.63	318	3448
contig_684_region	1001	1259887	1258.63	318	3448
total	1961175	2154599570	1098.63	0	40108
total_region	1961175	2154599570	1098.63	0	40108
