染色体	类型	起始位置	终止位置	链方向	基因名称	locus标签
contig_177	CDS	225	665	+	-	LCEDHOCC_01071
contig_177	gene	819	1883	+	hemE_2	LCEDHOCC_01072_gene
contig_177	CDS	819	1883	+	hemE_2	LCEDHOCC_01072
contig_177	gene	1905	2507	+	-	LCEDHOCC_01073_gene
contig_177	CDS	1905	2507	+	-	LCEDHOCC_01073
contig_177	gene	2429	3058	-	-	LCEDHOCC_01074_gene
contig_177	CDS	2429	3058	-	-	LCEDHOCC_01074
contig_178	gene	32	544	-	aroK	LCEDHOCC_01075_gene
contig_178	CDS	32	544	-	aroK	LCEDHOCC_01075
contig_178	gene	1722	3308	-	pilQ	LCEDHOCC_01076_gene
contig_178	CDS	1722	3308	-	pilQ	LCEDHOCC_01076
contig_179	gene	368	940	+	-	LCEDHOCC_01077_gene
contig_179	CDS	368	940	+	-	LCEDHOCC_01077
contig_179	gene	968	3400	+	lbpA_2	LCEDHOCC_01078_gene
contig_179	CDS	968	3400	+	lbpA_2	LCEDHOCC_01078
contig_180	gene	59	973	-	-	LCEDHOCC_01079_gene
contig_180	CDS	59	973	-	-	LCEDHOCC_01079
contig_180	gene	1050	1925	-	mntC_2	LCEDHOCC_01080_gene
contig_180	CDS	1050	1925	-	mntC_2	LCEDHOCC_01080
contig_180	gene	1961	2716	-	scaC_2	LCEDHOCC_01081_gene
contig_180	CDS	1961	2716	-	scaC_2	LCEDHOCC_01081
contig_180	gene	3004	3369	-	rplS_2	LCEDHOCC_01082_gene
contig_180	CDS	3004	3369	-	rplS_2	LCEDHOCC_01082
contig_181	gene	121	636	+	-	LCEDHOCC_01083_gene
contig_181	CDS	121	636	+	-	LCEDHOCC_01083
contig_181	gene	668	1927	+	rsmB	LCEDHOCC_01084_gene
contig_181	CDS	668	1927	+	rsmB	LCEDHOCC_01084
contig_181	gene	2287	2721	+	-	LCEDHOCC_01085_gene
contig_181	CDS	2287	2721	+	-	LCEDHOCC_01085
contig_181	gene	2770	3408	-	sad	LCEDHOCC_01086_gene
contig_181	CDS	2770	3408	-	sad	LCEDHOCC_01086
contig_182	gene	557	886	-	-	LCEDHOCC_01087_gene
contig_182	CDS	557	886	-	-	LCEDHOCC_01087
contig_182	gene	1521	3284	-	-	LCEDHOCC_01088_gene
contig_182	CDS	1521	3284	-	-	LCEDHOCC_01088
contig_183	gene	249	701	+	dut_1	LCEDHOCC_01089_gene
contig_183	CDS	249	701	+	dut_1	LCEDHOCC_01089
contig_183	gene	777	1964	+	dapL_1	LCEDHOCC_01090_gene
contig_183	CDS	777	1964	+	dapL_1	LCEDHOCC_01090
contig_183	gene	2127	2906	+	yaaA	LCEDHOCC_01091_gene
contig_183	CDS	2127	2906	+	yaaA	LCEDHOCC_01091
contig_183	gene	2989	3079	+	-	LCEDHOCC_01092_gene
contig_183	tRNA	2989	3079	+	-	LCEDHOCC_01092
contig_183	gene	3157	3246	+	-	LCEDHOCC_01093_gene
contig_183	tRNA	3157	3246	+	-	LCEDHOCC_01093
contig_184	gene	1	582	+	nqrE	LCEDHOCC_01094_gene
contig_184	CDS	1	582	+	nqrE	LCEDHOCC_01094
contig_184	gene	596	1813	+	nqrF	LCEDHOCC_01095_gene
contig_184	CDS	596	1813	+	nqrF	LCEDHOCC_01095
contig_184	gene	1965	3020	+	apbE	LCEDHOCC_01096_gene
contig_184	CDS	1965	3020	+	apbE	LCEDHOCC_01096
contig_184	gene	3046	3261	+	-	LCEDHOCC_01097_gene
contig_184	CDS	3046	3261	+	-	LCEDHOCC_01097
contig_185	gene	111	359	+	-	LCEDHOCC_01098_gene
contig_185	CDS	111	359	+	-	LCEDHOCC_01098
contig_185	gene	484	2361	-	-	LCEDHOCC_01099_gene
contig_185	CDS	484	2361	-	-	LCEDHOCC_01099
contig_185	gene	2779	3339	-	ychF_2	LCEDHOCC_01100_gene
contig_185	CDS	2779	3339	-	ychF_2	LCEDHOCC_01100
contig_186	gene	61	315	+	yrdA	LCEDHOCC_01101_gene
contig_186	CDS	61	315	+	yrdA	LCEDHOCC_01101
contig_186	gene	482	2077	-	prfC	LCEDHOCC_01102_gene
contig_186	CDS	482	2077	-	prfC	LCEDHOCC_01102
contig_186	gene	2184	2579	-	hisI	LCEDHOCC_01103_gene
contig_186	CDS	2184	2579	-	hisI	LCEDHOCC_01103
contig_186	gene	2610	3314	-	hisF	LCEDHOCC_01104_gene
contig_186	CDS	2610	3314	-	hisF	LCEDHOCC_01104
contig_187	gene	1052	3214	+	hemR	LCEDHOCC_01105_gene
contig_187	CDS	1052	3214	+	hemR	LCEDHOCC_01105
contig_188	gene	414	2243	+	tama	LCEDHOCC_01106_gene
contig_188	CDS	414	2243	+	tama	LCEDHOCC_01106
contig_188	gene	2240	2764	-	-	LCEDHOCC_01107_gene
contig_188	CDS	2240	2764	-	-	LCEDHOCC_01107
contig_188	gene	2868	3098	-	-	LCEDHOCC_01108_gene
contig_188	CDS	2868	3098	-	-	LCEDHOCC_01108
contig_189	gene	38	253	+	-	LCEDHOCC_01109_gene
contig_189	CDS	38	253	+	-	LCEDHOCC_01109
contig_189	gene	276	1151	+	-	LCEDHOCC_01110_gene
contig_189	CDS	276	1151	+	-	LCEDHOCC_01110
contig_189	gene	1198	3261	-	priA_2	LCEDHOCC_01111_gene
contig_189	CDS	1198	3261	-	priA_2	LCEDHOCC_01111
contig_190	gene	37	390	+	-	LCEDHOCC_01112_gene
contig_190	CDS	37	390	+	-	LCEDHOCC_01112
contig_190	gene	734	1945	-	sucB	LCEDHOCC_01113_gene
contig_190	CDS	734	1945	-	sucB	LCEDHOCC_01113
contig_190	gene	2045	3220	-	sucA	LCEDHOCC_01114_gene
contig_190	CDS	2045	3220	-	sucA	LCEDHOCC_01114
contig_191	gene	601	1146	-	-	LCEDHOCC_01115_gene
contig_191	CDS	601	1146	-	-	LCEDHOCC_01115
contig_191	gene	1164	1811	-	-	LCEDHOCC_01116_gene
contig_191	CDS	1164	1811	-	-	LCEDHOCC_01116
contig_191	gene	1812	2411	-	-	LCEDHOCC_01117_gene
contig_191	CDS	1812	2411	-	-	LCEDHOCC_01117
contig_191	gene	2414	3202	-	-	LCEDHOCC_01118_gene
contig_191	CDS	2414	3202	-	-	LCEDHOCC_01118
contig_192	gene	27	2003	-	-	LCEDHOCC_01119_gene
contig_192	CDS	27	2003	-	-	LCEDHOCC_01119
contig_192	gene	2014	2574	-	-	LCEDHOCC_01120_gene
contig_192	CDS	2014	2574	-	-	LCEDHOCC_01120
contig_192	gene	2571	3182	-	-	LCEDHOCC_01121_gene
contig_192	CDS	2571	3182	-	-	LCEDHOCC_01121
contig_193	gene	60	455	+	-	LCEDHOCC_01122_gene
contig_193	CDS	60	455	+	-	LCEDHOCC_01122
contig_193	gene	573	1541	+	-	LCEDHOCC_01123_gene
contig_193	CDS	573	1541	+	-	LCEDHOCC_01123
contig_193	gene	1504	2886	-	-	LCEDHOCC_01124_gene
contig_193	CDS	1504	2886	-	-	LCEDHOCC_01124
contig_193	gene	3045	3161	-	-	LCEDHOCC_01125_gene
contig_193	CDS	3045	3161	-	-	LCEDHOCC_01125
contig_194	gene	6	1256	-	amiC	LCEDHOCC_01126_gene
contig_194	CDS	6	1256	-	amiC	LCEDHOCC_01126
contig_194	gene	1253	1714	-	tsaE	LCEDHOCC_01127_gene
contig_194	CDS	1253	1714	-	tsaE	LCEDHOCC_01127
contig_194	gene	1916	2728	+	racE	LCEDHOCC_01128_gene
contig_194	CDS	1916	2728	+	racE	LCEDHOCC_01128
contig_195	gene	268	678	-	-	LCEDHOCC_01129_gene
contig_195	CDS	268	678	-	-	LCEDHOCC_01129
contig_195	gene	901	1290	+	-	LCEDHOCC_01130_gene
contig_195	CDS	901	1290	+	-	LCEDHOCC_01130
contig_195	gene	1500	2672	-	lpxB	LCEDHOCC_01131_gene
contig_195	CDS	1500	2672	-	lpxB	LCEDHOCC_01131
contig_195	gene	2720	3094	-	rluC	LCEDHOCC_01132_gene
contig_195	CDS	2720	3094	-	rluC	LCEDHOCC_01132
contig_196	gene	2	77	+	-	LCEDHOCC_01133_gene
contig_196	tRNA	2	77	+	-	LCEDHOCC_01133
contig_196	gene	136	1227	+	prs	LCEDHOCC_01134_gene
contig_196	CDS	136	1227	+	prs	LCEDHOCC_01134
contig_196	gene	1294	1866	+	rplY	LCEDHOCC_01135_gene
contig_196	CDS	1294	1866	+	rplY	LCEDHOCC_01135
contig_196	gene	1991	2830	-	dacC	LCEDHOCC_01136_gene
contig_196	CDS	1991	2830	-	dacC	LCEDHOCC_01136
contig_197	gene	43	378	+	-	LCEDHOCC_01137_gene
contig_197	CDS	43	378	+	-	LCEDHOCC_01137
contig_197	gene	639	1013	+	yffB_1	LCEDHOCC_01138_gene
contig_197	CDS	639	1013	+	yffB_1	LCEDHOCC_01138
contig_197	gene	1073	2611	+	ppiD	LCEDHOCC_01139_gene
contig_197	CDS	1073	2611	+	ppiD	LCEDHOCC_01139
contig_197	gene	2732	3070	-	-	LCEDHOCC_01140_gene
contig_197	CDS	2732	3070	-	-	LCEDHOCC_01140
contig_198	gene	34	936	+	argG_2	LCEDHOCC_01141_gene
contig_198	CDS	34	936	+	argG_2	LCEDHOCC_01141
contig_198	gene	1011	1280	+	-	LCEDHOCC_01142_gene
contig_198	CDS	1011	1280	+	-	LCEDHOCC_01142
contig_198	gene	1220	1435	+	-	LCEDHOCC_01143_gene
contig_198	CDS	1220	1435	+	-	LCEDHOCC_01143
contig_198	gene	1512	2837	-	-	LCEDHOCC_01144_gene
contig_198	CDS	1512	2837	-	-	LCEDHOCC_01144
contig_199	gene	45	590	-	-	LCEDHOCC_01145_gene
contig_199	CDS	45	590	-	-	LCEDHOCC_01145
contig_199	gene	658	1668	-	trpS	LCEDHOCC_01146_gene
contig_199	CDS	658	1668	-	trpS	LCEDHOCC_01146
contig_199	gene	2030	3010	-	-	LCEDHOCC_01147_gene
contig_199	CDS	2030	3010	-	-	LCEDHOCC_01147
contig_200	gene	8	670	+	-	LCEDHOCC_01148_gene
contig_200	CDS	8	670	+	-	LCEDHOCC_01148
contig_200	gene	762	1058	+	-	LCEDHOCC_01149_gene
contig_200	CDS	762	1058	+	-	LCEDHOCC_01149
contig_200	gene	1871	2029	+	-	LCEDHOCC_01150_gene
contig_200	CDS	1871	2029	+	-	LCEDHOCC_01150
contig_200	gene	2425	2598	-	-	LCEDHOCC_01151_gene
contig_200	CDS	2425	2598	-	-	LCEDHOCC_01151
contig_200	gene	2755	2949	-	-	LCEDHOCC_01152_gene
contig_200	CDS	2755	2949	-	-	LCEDHOCC_01152
contig_201	gene	251	1405	-	prpC	LCEDHOCC_01153_gene
contig_201	CDS	251	1405	-	prpC	LCEDHOCC_01153
contig_201	gene	1491	2366	-	prpB	LCEDHOCC_01154_gene
contig_201	CDS	1491	2366	-	prpB	LCEDHOCC_01154
contig_202	gene	162	1265	-	dnaN	LCEDHOCC_01155_gene
contig_202	CDS	162	1265	-	dnaN	LCEDHOCC_01155
contig_202	gene	1500	3008	-	dnaA	LCEDHOCC_01156_gene
contig_202	CDS	1500	3008	-	dnaA	LCEDHOCC_01156
contig_203	gene	25	411	+	mlaF	LCEDHOCC_01157_gene
contig_203	CDS	25	411	+	mlaF	LCEDHOCC_01157
contig_203	gene	459	1235	+	mlaE	LCEDHOCC_01158_gene
contig_203	CDS	459	1235	+	mlaE	LCEDHOCC_01158
contig_203	gene	1286	1780	+	mlaD	LCEDHOCC_01159_gene
contig_203	CDS	1286	1780	+	mlaD	LCEDHOCC_01159
contig_203	gene	1817	2407	+	-	LCEDHOCC_01160_gene
contig_203	CDS	1817	2407	+	-	LCEDHOCC_01160
contig_203	gene	2464	2742	+	-	LCEDHOCC_01161_gene
contig_203	CDS	2464	2742	+	-	LCEDHOCC_01161
contig_204	gene	809	1162	-	-	LCEDHOCC_01162_gene
contig_204	CDS	809	1162	-	-	LCEDHOCC_01162
contig_204	gene	1196	1477	-	-	LCEDHOCC_01163_gene
contig_204	CDS	1196	1477	-	-	LCEDHOCC_01163
contig_204	gene	1487	1744	-	-	LCEDHOCC_01164_gene
contig_204	CDS	1487	1744	-	-	LCEDHOCC_01164
contig_204	gene	2411	2647	-	-	LCEDHOCC_01165_gene
contig_204	CDS	2411	2647	-	-	LCEDHOCC_01165
contig_205	gene	141	2159	-	-	LCEDHOCC_01166_gene
contig_205	CDS	141	2159	-	-	LCEDHOCC_01166
contig_205	gene	2355	2960	-	dnaJ_2	LCEDHOCC_01167_gene
contig_205	CDS	2355	2960	-	dnaJ_2	LCEDHOCC_01167
contig_206	gene	129	878	+	-	LCEDHOCC_01168_gene
contig_206	CDS	129	878	+	-	LCEDHOCC_01168
contig_206	gene	924	1433	-	ppiB	LCEDHOCC_01169_gene
contig_206	CDS	924	1433	-	ppiB	LCEDHOCC_01169
contig_206	gene	1552	2967	-	sdcS	LCEDHOCC_01170_gene
contig_206	CDS	1552	2967	-	sdcS	LCEDHOCC_01170
contig_207	gene	108	809	-	adh	LCEDHOCC_01171_gene
contig_207	CDS	108	809	-	adh	LCEDHOCC_01171
contig_207	gene	967	1149	-	-	LCEDHOCC_01172_gene
contig_207	CDS	967	1149	-	-	LCEDHOCC_01172
contig_207	gene	1312	2352	+	mutY	LCEDHOCC_01173_gene
contig_207	CDS	1312	2352	+	mutY	LCEDHOCC_01173
contig_207	gene	2515	2697	+	-	LCEDHOCC_01174_gene
contig_207	CDS	2515	2697	+	-	LCEDHOCC_01174
contig_208	gene	238	441	+	-	LCEDHOCC_01175_gene
contig_208	CDS	238	441	+	-	LCEDHOCC_01175
contig_208	gene	430	798	-	-	LCEDHOCC_01176_gene
contig_208	CDS	430	798	-	-	LCEDHOCC_01176
contig_208	gene	918	2537	+	mnmC	LCEDHOCC_01177_gene
contig_208	CDS	918	2537	+	mnmC	LCEDHOCC_01177
contig_209	gene	209	1276	+	-	LCEDHOCC_01178_gene
contig_209	CDS	209	1276	+	-	LCEDHOCC_01178
contig_209	gene	1273	2283	+	-	LCEDHOCC_01179_gene
contig_209	CDS	1273	2283	+	-	LCEDHOCC_01179
contig_210	gene	15	311	+	-	LCEDHOCC_01180_gene
contig_210	CDS	15	311	+	-	LCEDHOCC_01180
contig_210	gene	766	1560	-	-	LCEDHOCC_01181_gene
contig_210	CDS	766	1560	-	-	LCEDHOCC_01181
contig_210	gene	1607	2929	-	thrC	LCEDHOCC_01182_gene
contig_210	CDS	1607	2929	-	thrC	LCEDHOCC_01182
contig_211	gene	178	360	+	-	LCEDHOCC_01183_gene
contig_211	CDS	178	360	+	-	LCEDHOCC_01183
contig_211	gene	422	1423	-	dusC	LCEDHOCC_01184_gene
contig_211	CDS	422	1423	-	dusC	LCEDHOCC_01184
contig_211	gene	1500	2807	-	-	LCEDHOCC_01185_gene
contig_211	CDS	1500	2807	-	-	LCEDHOCC_01185
contig_212	gene	215	709	-	-	LCEDHOCC_01186_gene
contig_212	CDS	215	709	-	-	LCEDHOCC_01186
contig_212	gene	864	2918	-	dinG	LCEDHOCC_01187_gene
contig_212	CDS	864	2918	-	dinG	LCEDHOCC_01187
contig_213	gene	106	1326	-	lysA	LCEDHOCC_01188_gene
contig_213	CDS	106	1326	-	lysA	LCEDHOCC_01188
contig_213	gene	1337	1507	-	-	LCEDHOCC_01189_gene
contig_213	CDS	1337	1507	-	-	LCEDHOCC_01189
contig_213	gene	1578	1901	+	cyaY	LCEDHOCC_01190_gene
contig_213	CDS	1578	1901	+	cyaY	LCEDHOCC_01190
contig_214	gene	265	888	+	cc4	LCEDHOCC_01191_gene
contig_214	CDS	265	888	+	cc4	LCEDHOCC_01191
contig_214	gene	1021	1617	-	-	LCEDHOCC_01192_gene
contig_214	CDS	1021	1617	-	-	LCEDHOCC_01192
contig_214	gene	1768	2796	-	-	LCEDHOCC_01193_gene
contig_214	CDS	1768	2796	-	-	LCEDHOCC_01193
contig_215	gene	212	595	-	-	LCEDHOCC_01194_gene
contig_215	CDS	212	595	-	-	LCEDHOCC_01194
contig_215	gene	2447	2542	-	-	LCEDHOCC_01195_gene
contig_215	CDS	2447	2542	-	-	LCEDHOCC_01195
contig_216	gene	107	1648	+	-	LCEDHOCC_01196_gene
contig_216	CDS	107	1648	+	-	LCEDHOCC_01196
contig_216	gene	1645	2517	+	-	LCEDHOCC_01197_gene
contig_216	CDS	1645	2517	+	-	LCEDHOCC_01197
contig_217	gene	400	867	+	-	LCEDHOCC_01198_gene
contig_217	CDS	400	867	+	-	LCEDHOCC_01198
contig_217	gene	1433	1948	-	-	LCEDHOCC_01199_gene
contig_217	CDS	1433	1948	-	-	LCEDHOCC_01199
contig_217	gene	2414	2803	-	-	LCEDHOCC_01200_gene
contig_217	CDS	2414	2803	-	-	LCEDHOCC_01200
contig_218	gene	368	973	+	mutS2	LCEDHOCC_01201_gene
contig_218	CDS	368	973	+	mutS2	LCEDHOCC_01201
contig_218	gene	1036	1398	+	ssrA	LCEDHOCC_01202_gene
contig_218	tmRNA	1036	1398	+	ssrA	LCEDHOCC_01202
contig_218	gene	1717	2466	-	-	LCEDHOCC_01203_gene
contig_218	CDS	1717	2466	-	-	LCEDHOCC_01203
contig_218	gene	2471	2881	-	-	LCEDHOCC_01204_gene
contig_218	CDS	2471	2881	-	-	LCEDHOCC_01204
contig_219	gene	60	611	+	-	LCEDHOCC_01205_gene
contig_219	CDS	60	611	+	-	LCEDHOCC_01205
contig_219	gene	612	794	+	-	LCEDHOCC_01206_gene
contig_219	CDS	612	794	+	-	LCEDHOCC_01206
contig_219	gene	1686	2876	+	-	LCEDHOCC_01207_gene
contig_219	CDS	1686	2876	+	-	LCEDHOCC_01207
contig_220	gene	120	500	+	-	LCEDHOCC_01208_gene
contig_220	CDS	120	500	+	-	LCEDHOCC_01208
contig_220	gene	657	2864	+	uvrD	LCEDHOCC_01209_gene
contig_220	CDS	657	2864	+	uvrD	LCEDHOCC_01209
contig_221	gene	352	2628	-	metE_2	LCEDHOCC_01210_gene
contig_221	CDS	352	2628	-	metE_2	LCEDHOCC_01210
contig_222	gene	128	367	+	-	LCEDHOCC_01211_gene
contig_222	CDS	128	367	+	-	LCEDHOCC_01211
contig_222	gene	580	1881	+	bioA	LCEDHOCC_01212_gene
contig_222	CDS	580	1881	+	bioA	LCEDHOCC_01212
contig_222	gene	1878	2525	+	bioD1	LCEDHOCC_01213_gene
contig_222	CDS	1878	2525	+	bioD1	LCEDHOCC_01213
contig_223	gene	30	620	+	-	LCEDHOCC_01214_gene
contig_223	CDS	30	620	+	-	LCEDHOCC_01214
contig_223	gene	949	1428	-	lptE_2	LCEDHOCC_01215_gene
contig_223	CDS	949	1428	-	lptE_2	LCEDHOCC_01215
contig_223	gene	1480	2259	-	yfiH_2	LCEDHOCC_01216_gene
contig_223	CDS	1480	2259	-	yfiH_2	LCEDHOCC_01216
contig_224	gene	194	715	+	-	LCEDHOCC_01217_gene
contig_224	CDS	194	715	+	-	LCEDHOCC_01217
contig_224	gene	784	1803	+	nosD_1	LCEDHOCC_01218_gene
contig_224	CDS	784	1803	+	nosD_1	LCEDHOCC_01218
contig_224	gene	1861	2481	+	nosF	LCEDHOCC_01219_gene
contig_224	CDS	1861	2481	+	nosF	LCEDHOCC_01219
contig_225	gene	537	1169	+	pdxH_2	LCEDHOCC_01220_gene
contig_225	CDS	537	1169	+	pdxH_2	LCEDHOCC_01220
contig_225	gene	1298	2308	-	ascD_2	LCEDHOCC_01221_gene
contig_225	CDS	1298	2308	-	ascD_2	LCEDHOCC_01221
contig_225	gene	2400	2795	-	gatB_2	LCEDHOCC_01222_gene
contig_225	CDS	2400	2795	-	gatB_2	LCEDHOCC_01222
contig_226	gene	33	773	+	ilvI	LCEDHOCC_01223_gene
contig_226	CDS	33	773	+	ilvI	LCEDHOCC_01223
contig_226	gene	784	1275	+	ilvH	LCEDHOCC_01224_gene
contig_226	CDS	784	1275	+	ilvH	LCEDHOCC_01224
contig_226	gene	1342	1635	+	-	LCEDHOCC_01225_gene
contig_226	CDS	1342	1635	+	-	LCEDHOCC_01225
contig_226	gene	1715	2728	+	ilvC	LCEDHOCC_01226_gene
contig_226	CDS	1715	2728	+	ilvC	LCEDHOCC_01226
contig_227	gene	94	966	+	purA	LCEDHOCC_01227_gene
contig_227	CDS	94	966	+	purA	LCEDHOCC_01227
contig_227	gene	2355	2747	+	-	LCEDHOCC_01228_gene
contig_227	CDS	2355	2747	+	-	LCEDHOCC_01228
contig_228	gene	75	926	+	-	LCEDHOCC_01229_gene
contig_228	CDS	75	926	+	-	LCEDHOCC_01229
contig_228	gene	1005	2603	-	msbA	LCEDHOCC_01230_gene
contig_228	CDS	1005	2603	-	msbA	LCEDHOCC_01230
contig_229	gene	194	2236	+	recG	LCEDHOCC_01231_gene
contig_229	CDS	194	2236	+	recG	LCEDHOCC_01231
contig_230	gene	70	300	+	-	LCEDHOCC_01232_gene
contig_230	CDS	70	300	+	-	LCEDHOCC_01232
contig_230	gene	579	956	+	sdhC	LCEDHOCC_01233_gene
contig_230	CDS	579	956	+	sdhC	LCEDHOCC_01233
contig_230	gene	950	1291	+	sdhD	LCEDHOCC_01234_gene
contig_230	CDS	950	1291	+	sdhD	LCEDHOCC_01234
contig_230	gene	1369	2220	-	-	LCEDHOCC_01235_gene
contig_230	CDS	1369	2220	-	-	LCEDHOCC_01235
contig_230	gene	2224	2475	-	-	LCEDHOCC_01236_gene
contig_230	CDS	2224	2475	-	-	LCEDHOCC_01236
contig_230	gene	2512	2700	-	-	LCEDHOCC_01237_gene
contig_230	CDS	2512	2700	-	-	LCEDHOCC_01237
contig_231	gene	64	255	+	-	LCEDHOCC_01238_gene
contig_231	CDS	64	255	+	-	LCEDHOCC_01238
contig_231	gene	302	1018	+	-	LCEDHOCC_01239_gene
contig_231	CDS	302	1018	+	-	LCEDHOCC_01239
contig_231	gene	1162	1425	-	-	LCEDHOCC_01240_gene
contig_231	CDS	1162	1425	-	-	LCEDHOCC_01240
contig_231	gene	1435	1638	-	-	LCEDHOCC_01241_gene
contig_231	CDS	1435	1638	-	-	LCEDHOCC_01241
contig_231	gene	2128	2622	-	-	LCEDHOCC_01242_gene
contig_231	CDS	2128	2622	-	-	LCEDHOCC_01242
contig_232	gene	407	1249	+	-	LCEDHOCC_01243_gene
contig_232	CDS	407	1249	+	-	LCEDHOCC_01243
contig_232	gene	1315	1977	+	exbB	LCEDHOCC_01244_gene
contig_232	CDS	1315	1977	+	exbB	LCEDHOCC_01244
contig_232	gene	1980	2414	+	exbD	LCEDHOCC_01245_gene
contig_232	CDS	1980	2414	+	exbD	LCEDHOCC_01245
contig_233	gene	25	1926	+	rpoB	LCEDHOCC_01246_gene
contig_233	CDS	25	1926	+	rpoB	LCEDHOCC_01246
contig_233	gene	2182	2427	-	-	LCEDHOCC_01247_gene
contig_233	CDS	2182	2427	-	-	LCEDHOCC_01247
contig_233	gene	2437	2697	-	-	LCEDHOCC_01248_gene
contig_233	CDS	2437	2697	-	-	LCEDHOCC_01248
contig_234	gene	85	642	+	prsA	LCEDHOCC_01249_gene
contig_234	CDS	85	642	+	prsA	LCEDHOCC_01249
contig_234	gene	716	1207	+	dtd	LCEDHOCC_01250_gene
contig_234	CDS	716	1207	+	dtd	LCEDHOCC_01250
contig_234	gene	1238	2248	+	dusA	LCEDHOCC_01251_gene
contig_234	CDS	1238	2248	+	dusA	LCEDHOCC_01251
contig_234	gene	2318	2578	-	gluQ	LCEDHOCC_01252_gene
contig_234	CDS	2318	2578	-	gluQ	LCEDHOCC_01252
contig_235	gene	173	1192	+	-	LCEDHOCC_01253_gene
contig_235	CDS	173	1192	+	-	LCEDHOCC_01253
contig_235	gene	1606	2490	-	-	LCEDHOCC_01254_gene
contig_235	CDS	1606	2490	-	-	LCEDHOCC_01254
contig_236	gene	173	1699	+	ilvA	LCEDHOCC_01255_gene
contig_236	CDS	173	1699	+	ilvA	LCEDHOCC_01255
contig_236	gene	1756	2619	-	cysA	LCEDHOCC_01256_gene
contig_236	CDS	1756	2619	-	cysA	LCEDHOCC_01256
contig_237	gene	1	76	-	-	LCEDHOCC_01257_gene
contig_237	tRNA	1	76	-	-	LCEDHOCC_01257
contig_237	gene	84	929	-	ispE	LCEDHOCC_01258_gene
contig_237	CDS	84	929	-	ispE	LCEDHOCC_01258
contig_237	gene	939	1520	-	lolB	LCEDHOCC_01259_gene
contig_237	CDS	939	1520	-	lolB	LCEDHOCC_01259
contig_237	gene	1660	2664	-	-	LCEDHOCC_01260_gene
contig_237	CDS	1660	2664	-	-	LCEDHOCC_01260
contig_238	gene	1268	1648	-	-	LCEDHOCC_01261_gene
contig_238	CDS	1268	1648	-	-	LCEDHOCC_01261
contig_238	gene	1799	2677	-	-	LCEDHOCC_01262_gene
contig_238	CDS	1799	2677	-	-	LCEDHOCC_01262
contig_239	gene	561	989	-	-	LCEDHOCC_01263_gene
contig_239	CDS	561	989	-	-	LCEDHOCC_01263
contig_239	gene	1066	1509	-	-	LCEDHOCC_01264_gene
contig_239	CDS	1066	1509	-	-	LCEDHOCC_01264
contig_239	gene	1597	1821	-	-	LCEDHOCC_01265_gene
contig_239	CDS	1597	1821	-	-	LCEDHOCC_01265
contig_240	gene	327	1007	+	-	LCEDHOCC_01266_gene
contig_240	CDS	327	1007	+	-	LCEDHOCC_01266
contig_240	gene	1090	2682	-	aceF	LCEDHOCC_01267_gene
contig_240	CDS	1090	2682	-	aceF	LCEDHOCC_01267
contig_241	gene	5	382	-	-	LCEDHOCC_01268_gene
contig_241	CDS	5	382	-	-	LCEDHOCC_01268
contig_241	gene	413	811	-	-	LCEDHOCC_01269_gene
contig_241	CDS	413	811	-	-	LCEDHOCC_01269
contig_241	gene	817	1494	-	-	LCEDHOCC_01270_gene
contig_241	CDS	817	1494	-	-	LCEDHOCC_01270
contig_241	gene	1630	2175	-	-	LCEDHOCC_01271_gene
contig_241	CDS	1630	2175	-	-	LCEDHOCC_01271
contig_241	gene	2296	2568	-	-	LCEDHOCC_01272_gene
contig_241	CDS	2296	2568	-	-	LCEDHOCC_01272
contig_242	gene	25	381	+	aroA	LCEDHOCC_01273_gene
contig_242	CDS	25	381	+	aroA	LCEDHOCC_01273
contig_242	gene	707	1564	+	folP	LCEDHOCC_01274_gene
contig_242	CDS	707	1564	+	folP	LCEDHOCC_01274
contig_242	gene	2372	2686	-	-	LCEDHOCC_01275_gene
contig_242	CDS	2372	2686	-	-	LCEDHOCC_01275
contig_243	gene	195	1610	-	glmU_2	LCEDHOCC_01276_gene
contig_243	CDS	195	1610	-	glmU_2	LCEDHOCC_01276
contig_243	gene	1620	1892	-	-	LCEDHOCC_01277_gene
contig_243	CDS	1620	1892	-	-	LCEDHOCC_01277
contig_243	gene	1885	2598	-	gph_2	LCEDHOCC_01278_gene
contig_243	CDS	1885	2598	-	gph_2	LCEDHOCC_01278
contig_244	gene	354	1310	-	-	LCEDHOCC_01279_gene
contig_244	CDS	354	1310	-	-	LCEDHOCC_01279
contig_244	gene	1907	2644	-	purH	LCEDHOCC_01280_gene
contig_244	CDS	1907	2644	-	purH	LCEDHOCC_01280
contig_245	gene	1	705	+	dapF	LCEDHOCC_01281_gene
contig_245	CDS	1	705	+	dapF	LCEDHOCC_01281
contig_245	gene	702	1307	+	-	LCEDHOCC_01282_gene
contig_245	CDS	702	1307	+	-	LCEDHOCC_01282
contig_245	gene	1501	2433	+	cysK	LCEDHOCC_01283_gene
contig_245	CDS	1501	2433	+	cysK	LCEDHOCC_01283
contig_246	gene	373	2007	-	groL	LCEDHOCC_01284_gene
contig_246	CDS	373	2007	-	groL	LCEDHOCC_01284
contig_246	gene	2100	2390	-	groS	LCEDHOCC_01285_gene
contig_246	CDS	2100	2390	-	groS	LCEDHOCC_01285
contig_247	gene	12	260	+	-	LCEDHOCC_01286_gene
